68034 silly lifecycle aws4@1.8.0~preinstall: no script for preinstall, continuing
70755 silly linkStuff ansi-styles@3.2.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-config/node_modules as its parent node_modules
70756 verbose linkBins ansi-styles@3.2.1
70757 verbose linkMans ansi-styles@3.2.1
70758 silly build supports-color@5.5.0
70759 info linkStuff supports-color@5.5.0
70760 silly linkStuff supports-color@5.5.0 has /home/aleksey/hexlet_slack_analog/node_modules/jest-config/node_modules as its parent node_modules
70761 verbose linkBins supports-color@5.5.0
70762 verbose linkMans supports-color@5.5.0
70763 silly build chalk@2.4.1
70764 info linkStuff chalk@2.4.1
70765 silly linkStuff chalk@2.4.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-config/node_modules as its parent node_modules
70766 verbose linkBins chalk@2.4.1
70767 verbose linkMans chalk@2.4.1
70768 silly build ansi-styles@3.2.1
70769 info linkStuff ansi-styles@3.2.1
70770 silly linkStuff ansi-styles@3.2.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-diff/node_modules as its parent node_modules
70771 verbose linkBins ansi-styles@3.2.1
70772 verbose linkMans ansi-styles@3.2.1
70773 silly build supports-color@5.5.0
70774 info linkStuff supports-color@5.5.0
70775 silly linkStuff supports-color@5.5.0 has /home/aleksey/hexlet_slack_analog/node_modules/jest-diff/node_modules as its parent node_modules
70776 verbose linkBins supports-color@5.5.0
70777 verbose linkMans supports-color@5.5.0
70778 silly build chalk@2.4.1
70779 info linkStuff chalk@2.4.1
70780 silly linkStuff chalk@2.4.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-diff/node_modules as its parent node_modules
70781 verbose linkBins chalk@2.4.1
70782 verbose linkMans chalk@2.4.1
70783 silly build jest-docblock@22.4.3
70784 info linkStuff jest-docblock@22.4.3
70785 silly linkStuff jest-docblock@22.4.3 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
70786 verbose linkBins jest-docblock@22.4.3
70787 verbose linkMans jest-docblock@22.4.3
70788 silly build jest-get-type@22.4.3
70789 info linkStuff jest-get-type@22.4.3
70790 silly linkStuff jest-get-type@22.4.3 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
70791 verbose linkBins jest-get-type@22.4.3
70792 verbose linkMans jest-get-type@22.4.3
70793 silly build ansi-styles@3.2.1
70794 info linkStuff ansi-styles@3.2.1
70795 silly linkStuff ansi-styles@3.2.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-jasmine2/node_modules as its parent node_modules
70796 verbose linkBins ansi-styles@3.2.1
70797 verbose linkMans ansi-styles@3.2.1
70798 silly build source-map@0.6.1
70799 info linkStuff source-map@0.6.1
70800 silly linkStuff source-map@0.6.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-jasmine2/node_modules as its parent node_modules
70801 verbose linkBins source-map@0.6.1
70802 verbose linkMans source-map@0.6.1
70803 silly build source-map-support@0.5.8
70804 info linkStuff source-map-support@0.5.8
70805 silly linkStuff source-map-support@0.5.8 has /home/aleksey/hexlet_slack_analog/node_modules/jest-jasmine2/node_modules as its parent node_modules
70806 verbose linkBins source-map-support@0.5.8
70807 verbose linkMans source-map-support@0.5.8
70808 silly build supports-color@5.5.0
70809 info linkStuff supports-color@5.5.0
70810 silly linkStuff supports-color@5.5.0 has /home/aleksey/hexlet_slack_analog/node_modules/jest-jasmine2/node_modules as its parent node_modules
70811 verbose linkBins supports-color@5.5.0
70812 verbose linkMans supports-color@5.5.0
70813 silly build chalk@2.4.1
70814 info linkStuff chalk@2.4.1
70815 silly linkStuff chalk@2.4.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-jasmine2/node_modules as its parent node_modules
70816 verbose linkBins chalk@2.4.1
70817 verbose linkMans chalk@2.4.1
70818 silly build ansi-styles@3.2.1
70819 info linkStuff ansi-styles@3.2.1
70820 silly linkStuff ansi-styles@3.2.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-matcher-utils/node_modules as its parent node_modules
70821 verbose linkBins ansi-styles@3.2.1
70822 verbose linkMans ansi-styles@3.2.1
70823 silly build supports-color@5.5.0
70824 info linkStuff supports-color@5.5.0
70825 silly linkStuff supports-color@5.5.0 has /home/aleksey/hexlet_slack_analog/node_modules/jest-matcher-utils/node_modules as its parent node_modules
70826 verbose linkBins supports-color@5.5.0
70827 verbose linkMans supports-color@5.5.0
70828 silly build chalk@2.4.1
70829 info linkStuff chalk@2.4.1
70830 silly linkStuff chalk@2.4.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-matcher-utils/node_modules as its parent node_modules
70831 verbose linkBins chalk@2.4.1
70832 verbose linkMans chalk@2.4.1
70833 silly build ansi-styles@3.2.1
70834 info linkStuff ansi-styles@3.2.1
70835 silly linkStuff ansi-styles@3.2.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-message-util/node_modules as its parent node_modules
70836 verbose linkBins ansi-styles@3.2.1
70837 verbose linkMans ansi-styles@3.2.1
70838 silly build supports-color@5.5.0
70839 info linkStuff supports-color@5.5.0
70840 silly linkStuff supports-color@5.5.0 has /home/aleksey/hexlet_slack_analog/node_modules/jest-message-util/node_modules as its parent node_modules
70841 verbose linkBins supports-color@5.5.0
70842 verbose linkMans supports-color@5.5.0
70843 silly build chalk@2.4.1
70844 info linkStuff chalk@2.4.1
70845 silly linkStuff chalk@2.4.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-message-util/node_modules as its parent node_modules
70846 verbose linkBins chalk@2.4.1
70847 verbose linkMans chalk@2.4.1
70848 silly build jest-mock@22.4.3
70849 info linkStuff jest-mock@22.4.3
70850 silly linkStuff jest-mock@22.4.3 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
70851 verbose linkBins jest-mock@22.4.3
70852 verbose linkMans jest-mock@22.4.3
70853 silly build jest-regex-util@22.4.3
70854 info linkStuff jest-regex-util@22.4.3
70855 silly linkStuff jest-regex-util@22.4.3 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
70856 verbose linkBins jest-regex-util@22.4.3
70857 verbose linkMans jest-regex-util@22.4.3
70858 silly build jest-resolve-dependencies@22.4.3
70859 info linkStuff jest-resolve-dependencies@22.4.3
70860 silly linkStuff jest-resolve-dependencies@22.4.3 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
70861 verbose linkBins jest-resolve-dependencies@22.4.3
70862 verbose linkMans jest-resolve-dependencies@22.4.3
70863 silly build ansi-styles@3.2.1
70864 info linkStuff ansi-styles@3.2.1
70865 silly linkStuff ansi-styles@3.2.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-resolve/node_modules as its parent node_modules
70866 verbose linkBins ansi-styles@3.2.1
70867 verbose linkMans ansi-styles@3.2.1
70868 silly build supports-color@5.5.0
70869 info linkStuff supports-color@5.5.0
70870 silly linkStuff supports-color@5.5.0 has /home/aleksey/hexlet_slack_analog/node_modules/jest-resolve/node_modules as its parent node_modules
70871 verbose linkBins supports-color@5.5.0
70872 verbose linkMans supports-color@5.5.0
70873 silly build chalk@2.4.1
70874 info linkStuff chalk@2.4.1
70875 silly linkStuff chalk@2.4.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-resolve/node_modules as its parent node_modules
70876 verbose linkBins chalk@2.4.1
70877 verbose linkMans chalk@2.4.1
70878 silly build jest-resolve@22.4.3
70879 info linkStuff jest-resolve@22.4.3
70880 silly linkStuff jest-resolve@22.4.3 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
70881 verbose linkBins jest-resolve@22.4.3
70882 verbose linkMans jest-resolve@22.4.3
70883 silly build ansi-styles@3.2.1
70884 info linkStuff ansi-styles@3.2.1
70885 silly linkStuff ansi-styles@3.2.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-runtime/node_modules as its parent node_modules
70886 verbose linkBins ansi-styles@3.2.1
70887 verbose linkMans ansi-styles@3.2.1
70888 silly build supports-color@5.5.0
70889 info linkStuff supports-color@5.5.0
70890 silly linkStuff supports-color@5.5.0 has /home/aleksey/hexlet_slack_analog/node_modules/jest-runtime/node_modules as its parent node_modules
70891 verbose linkBins supports-color@5.5.0
70892 verbose linkMans supports-color@5.5.0
70893 silly build chalk@2.4.1
70894 info linkStuff chalk@2.4.1
70895 silly linkStuff chalk@2.4.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-runtime/node_modules as its parent node_modules
70896 verbose linkBins chalk@2.4.1
70897 verbose linkMans chalk@2.4.1
70898 silly build jest-serializer@22.4.3
70899 info linkStuff jest-serializer@22.4.3
70900 silly linkStuff jest-serializer@22.4.3 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
70901 verbose linkBins jest-serializer@22.4.3
70902 verbose linkMans jest-serializer@22.4.3
70903 silly build ansi-styles@3.2.1
70904 info linkStuff ansi-styles@3.2.1
70905 silly linkStuff ansi-styles@3.2.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-snapshot/node_modules as its parent node_modules
70906 verbose linkBins ansi-styles@3.2.1
70907 verbose linkMans ansi-styles@3.2.1
70908 silly build supports-color@5.5.0
70909 info linkStuff supports-color@5.5.0
70910 silly linkStuff supports-color@5.5.0 has /home/aleksey/hexlet_slack_analog/node_modules/jest-snapshot/node_modules as its parent node_modules
70911 verbose linkBins supports-color@5.5.0
70912 verbose linkMans supports-color@5.5.0
70913 silly build chalk@2.4.1
70914 info linkStuff chalk@2.4.1
70915 silly linkStuff chalk@2.4.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-snapshot/node_modules as its parent node_modules
70916 verbose linkBins chalk@2.4.1
70917 verbose linkMans chalk@2.4.1
70918 silly build ansi-styles@3.2.1
70919 info linkStuff ansi-styles@3.2.1
70920 silly linkStuff ansi-styles@3.2.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-util/node_modules as its parent node_modules
70921 verbose linkBins ansi-styles@3.2.1
70922 verbose linkMans ansi-styles@3.2.1
70923 silly build callsites@2.0.0
70924 info linkStuff callsites@2.0.0
70925 silly linkStuff callsites@2.0.0 has /home/aleksey/hexlet_slack_analog/node_modules/jest-util/node_modules as its parent node_modules
70926 verbose linkBins callsites@2.0.0
70927 verbose linkMans callsites@2.0.0
70928 silly build source-map@0.6.1
70929 info linkStuff source-map@0.6.1
70930 silly linkStuff source-map@0.6.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-util/node_modules as its parent node_modules
70931 verbose linkBins source-map@0.6.1
70932 verbose linkMans source-map@0.6.1
70933 silly build supports-color@5.5.0
70934 info linkStuff supports-color@5.5.0
70935 silly linkStuff supports-color@5.5.0 has /home/aleksey/hexlet_slack_analog/node_modules/jest-util/node_modules as its parent node_modules
70936 verbose linkBins supports-color@5.5.0
70937 verbose linkMans supports-color@5.5.0
70938 silly build chalk@2.4.1
70939 info linkStuff chalk@2.4.1
70940 silly linkStuff chalk@2.4.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-util/node_modules as its parent node_modules
70941 verbose linkBins chalk@2.4.1
70942 verbose linkMans chalk@2.4.1
70943 silly build ansi-styles@3.2.1
70944 info linkStuff ansi-styles@3.2.1
70945 silly linkStuff ansi-styles@3.2.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-validate/node_modules as its parent node_modules
70946 verbose linkBins ansi-styles@3.2.1
70947 verbose linkMans ansi-styles@3.2.1
70948 silly build supports-color@5.5.0
70949 info linkStuff supports-color@5.5.0
70950 silly linkStuff supports-color@5.5.0 has /home/aleksey/hexlet_slack_analog/node_modules/jest-validate/node_modules as its parent node_modules
70951 verbose linkBins supports-color@5.5.0
70952 verbose linkMans supports-color@5.5.0
70953 silly build chalk@2.4.1
70954 info linkStuff chalk@2.4.1
70955 silly linkStuff chalk@2.4.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest-validate/node_modules as its parent node_modules
70956 verbose linkBins chalk@2.4.1
70957 verbose linkMans chalk@2.4.1
70958 silly build ansi-regex@3.0.0
70959 info linkStuff ansi-regex@3.0.0
70960 silly linkStuff ansi-regex@3.0.0 has /home/aleksey/hexlet_slack_analog/node_modules/jest/node_modules as its parent node_modules
70961 verbose linkBins ansi-regex@3.0.0
70962 verbose linkMans ansi-regex@3.0.0
70963 silly build ansi-styles@3.2.1
70964 info linkStuff ansi-styles@3.2.1
70965 silly linkStuff ansi-styles@3.2.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest/node_modules as its parent node_modules
70966 verbose linkBins ansi-styles@3.2.1
70967 verbose linkMans ansi-styles@3.2.1
70968 silly build strip-ansi@4.0.0
70969 info linkStuff strip-ansi@4.0.0
70970 silly linkStuff strip-ansi@4.0.0 has /home/aleksey/hexlet_slack_analog/node_modules/jest/node_modules as its parent node_modules
70971 verbose linkBins strip-ansi@4.0.0
70972 verbose linkMans strip-ansi@4.0.0
70973 silly build supports-color@5.5.0
70974 info linkStuff supports-color@5.5.0
70975 silly linkStuff supports-color@5.5.0 has /home/aleksey/hexlet_slack_analog/node_modules/jest/node_modules as its parent node_modules
70976 verbose linkBins supports-color@5.5.0
70977 verbose linkMans supports-color@5.5.0
70978 silly build chalk@2.4.1
70979 info linkStuff chalk@2.4.1
70980 silly linkStuff chalk@2.4.1 has /home/aleksey/hexlet_slack_analog/node_modules/jest/node_modules as its parent node_modules
70981 verbose linkBins chalk@2.4.1
70982 verbose linkMans chalk@2.4.1
70983 silly build js-tokens@3.0.2
70984 info linkStuff js-tokens@3.0.2
70985 silly linkStuff js-tokens@3.0.2 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
70986 verbose linkBins js-tokens@3.0.2
70987 verbose linkMans js-tokens@3.0.2
70988 silly build @babel/highlight@7.0.0-beta.44
70989 info linkStuff @babel/highlight@7.0.0-beta.44
70990 silly linkStuff @babel/highlight@7.0.0-beta.44 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
70991 verbose linkBins @babel/highlight@7.0.0-beta.44
70992 verbose linkMans @babel/highlight@7.0.0-beta.44
70993 silly build @babel/code-frame@7.0.0-beta.44
70994 info linkStuff @babel/code-frame@7.0.0-beta.44
70995 silly linkStuff @babel/code-frame@7.0.0-beta.44 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
70996 verbose linkBins @babel/code-frame@7.0.0-beta.44
70997 verbose linkMans @babel/code-frame@7.0.0-beta.44
70998 silly build jsbn@0.1.1
70999 info linkStuff jsbn@0.1.1
71000 silly linkStuff jsbn@0.1.1 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
71001 verbose linkBins jsbn@0.1.1
71002 verbose linkMans jsbn@0.1.1
71003 silly build jsesc@1.3.0
71004 info linkStuff jsesc@1.3.0
71005 silly linkStuff jsesc@1.3.0 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
71006 verbose linkBins jsesc@1.3.0
71007 verbose link bins [ { jsesc: 'bin/jsesc' },
71007 verbose link bins   '/home/aleksey/hexlet_slack_analog/node_modules/.bin',
71007 verbose link bins   false ]
71008 verbose linkMans jsesc@1.3.0
71009 silly gentlyRm /home/aleksey/hexlet_slack_analog/node_modules/.bin/jsesc is being purged
71010 verbose gentlyRm don't care about contents; nuking /home/aleksey/hexlet_slack_analog/node_modules/.bin/jsesc
71011 silly build json-schema@0.2.3
71012 info linkStuff json-schema@0.2.3
71013 silly linkStuff json-schema@0.2.3 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
71014 verbose linkBins json-schema@0.2.3
71015 verbose linkMans json-schema@0.2.3
71016 silly build json-schema-traverse@0.3.1
71017 info linkStuff json-schema-traverse@0.3.1
71018 silly linkStuff json-schema-traverse@0.3.1 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
71019 verbose linkBins json-schema-traverse@0.3.1
71020 verbose linkMans json-schema-traverse@0.3.1
71021 silly build ajv@5.5.2
71022 info linkStuff ajv@5.5.2
71023 silly linkStuff ajv@5.5.2 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
71024 verbose linkBins ajv@5.5.2
71025 verbose linkMans ajv@5.5.2
71026 silly build har-validator@5.1.0
71027 info linkStuff har-validator@5.1.0
71028 silly linkStuff har-validator@5.1.0 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
71029 verbose linkBins har-validator@5.1.0
71030 verbose linkMans har-validator@5.1.0
71031 silly build json-stable-stringify-without-jsonify@1.0.1
71032 info linkStuff json-stable-stringify-without-jsonify@1.0.1
71033 silly linkStuff json-stable-stringify-without-jsonify@1.0.1 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
71034 verbose linkBins json-stable-stringify-without-jsonify@1.0.1
71035 verbose linkMans json-stable-stringify-without-jsonify@1.0.1
71036 silly build json-stringify-safe@5.0.1
71037 info linkStuff json-stringify-safe@5.0.1
71038 silly linkStuff json-stringify-safe@5.0.1 has /home/aleksey/hexlet_slack_analog/node_modules as its parent node_modules
71039 verbose linkBins json-stringify-safe@5.0.1
